URL,TITLE,GENRE
https://meet.google.com/bot-jexu-jhx,"Google Meet - Online Video Calls, Meetings and Conferencing",Video meeting
https://meet.google.com/qzb-znwn-kiw,"Google Meet - Online Video Calls, Meetings and Conferencing",Video meeting
https://meet.google.com/bns-pytp-hww,"Google Meet - Online Video Calls, Meetings and Conferencing",Video meeting
https://meet.google.com/rwe-quxo-mkc?authuser=0,"Google Meet - Online Video Calls, Meetings and Conferencing",Video meeting
https://adlsg2storeshiva.blob.core.windows.net/aisrc?sp=racwdlmeop&st=2023-06-02T04:11:52Z&se=2023-12-31T13:11:52Z&sv=2022-11-02&sr=c&sig=4N3XYIwXn9bbFUUHx6ge2%2BhR%2FMXf07gaRXV4tr23jvM%3D, , 
https://github.com/Azure-Samples/azure-search-openai-demo,"GitHub - Azure-Samples/azure-search-openai-demo: A sample app for the Retrieval-Augmented Generation pattern running in Azure, using Azure AI Search for retrieval and Azure OpenAI large language models  to power ChatGPT-style and Q&A experiences.", 
https://www-freecodecamp-org.cdn.ampproject.org/c/s/www.freecodecamp.org/news/use-apis-to-practice-coding-skills/amp/,Redirecting, 
https://www.linkedin.com/posts/genai-works_chatgpt-artificialintelligence-activity-7072797955459624960--J9F?utm_source=share&utm_medium=member_ios,Generative AI on LinkedIn: #chatgpt #artificialintelligence | 257 comments, 
https://easysso.github.io/,EasySSO | Azure AD Single Sign-On Simplified, 
https://us04web.zoom.us/j/78374166291?pwd=LP1DHiQ18G7P9iYOpDrzplriaswq1p.1,"You are being rate limited, try again later", 
https://github.com/Azure-Samples/azure-search-openai-demo/,"GitHub - Azure-Samples/azure-search-openai-demo: A sample app for the Retrieval-Augmented Generation pattern running in Azure, using Azure AI Search for retrieval and Azure OpenAI large language models  to power ChatGPT-style and Q&A experiences.", 
https://www.linkedin.com/feed/update/urn:li:activity:7076590553861160960?utm_source=share&utm_medium=member_ios,Sign Up | LinkedIn, 
https://drive.google.com/drive/u/1/folders/1By-jA5FUhRON8afQM4Ke6K5kvW-lxaJR,Google Drive: Sign-in, 
https://github.com/tathagatankit/chatbot-tax,Page not found · GitHub · GitHub, 
https://meet.google.com/uqp-fomx-awx?authuser=0,"Google Meet - Online Video Calls, Meetings and Conferencing", 
https://www.npmjs.com/package/redis,redis - npm, 
https://app.slack.com/client/T05DMCDME2G/C05DYJ8876Y,Slack, 
https://www.cnbc.com/video/2023/06/26/mosaicml-acquisition-will-allow-us-to-democratize-a-i-for-startups-says-databricks-ceo-ali-ghodsi.html,"MosaicML acquisition will allow us to democratize A.I. for startups, says Databricks CEO Ali Ghodsi", 
https://app.slack.com/huddle/T05DMCDME2G/D05DYJ8FWAG,Slack, 
https://meet.google.com/hth-fomw-unb,"Google Meet - Online Video Calls, Meetings and Conferencing", 
https://www.npmjs.com/package/azure-search-client,azure-search-client - npm, 
https://learn.microsoft.com/en-us/azure/search/cognitive-search-tutorial-blob,REST Tutorial: AI on Azure blobs - Azure AI Search | Microsoft Learn, 
https://meet.google.com/zve-gurn-kdr,"Google Meet - Online Video Calls, Meetings and Conferencing", 
https://www.linkedin.com/feed/update/urn:li:activity:7080942649012088832?utm_source=share&utm_medium=member_ios,See Shruti Mittal’s activity on LinkedIn, 
https://www.linkedin.com/feed/update/urn:li:activity:7080955581334732800?utm_source=share&utm_medium=member_ios,See Priya Gupta’s activity on LinkedIn, 
https://searchaidemo.search.windows.net/indexes/indextest1/docs?api-version=2020-06-30&search=HINDI', , 
http://localhost:3000', , 
https://techcommunity.microsoft.com/t5/ai-cognitive-services-blog/introducing-azure-openai-service-on-your-data-in-public-preview/ba-p/3847000,"
	Introducing Azure OpenAI Service On Your Data in Public Preview - Microsoft Community Hub
", 
https://techcommunity.microsoft.com/t5/azure-paas-blog/how-to-troubleshoot-cors-error-in-azure-api-management-service/ba-p/2241695,"
	How to troubleshoot CORS error in Azure API Management service - Microsoft Community Hub
", 
https://m.youtube.com/watch?v=6SNfeVop4zM,New easy way to add your data to Azure OpenAI Service - YouTube, 
https://meet.google.com/him-zojj-jzj,"Google Meet - Online Video Calls, Meetings and Conferencing", 
https://learn.microsoft.com/en-us/azure/app-service/quickstart-python?tabs=flask%2Cwindows%2Cazure-cli%2Cvscode-deploy%2Cdeploy-instructions-azportal%2Cterminal-bash%2Cdeploy-instructions-zip-azcli,Quickstart: Deploy a Python (Django or Flask) web app to Azure - Azure App Service | Microsoft Learn, 
https://meet.google.com/qkv-kgiv-crf,"Google Meet - Online Video Calls, Meetings and Conferencing", 
https://meet.google.com/nhw-izta-gab,"Google Meet - Online Video Calls, Meetings and Conferencing", 
https://docs.google.com/document/u/5/d/1baCYxHiboZgYkPlI5xPERFxMW_jPj5ku/mobilebasic, , 
https://stackoverflow.com/questions/72953092/azure-search-with-postgres,postgresql - Azure Search with Postgres - Stack Overflow, 
https://meet.google.com/cfb-bhuf-iir,"Google Meet - Online Video Calls, Meetings and Conferencing", 
https://github.com/shivatomar2183/Azure-AI-ML-Workathon/blob/master/End-to-End%20Scenarios/Audio%20Summarization/End%20to%20End%20-%20Audio%20Summarization.pdf, , 
https://techcommunity.microsoft.com/t5/azure-integration-services-blog/configure-postgresql-connection-in-logic-apps-standard-with-jdbc/ba-p/3784988,"
	Configure PostgreSQL Connection in Logic Apps (Standard) with JDBC, call Function with Execute Query
", 
https://learn.microsoft.com/en-us/answers/questions/481248/can-we-extract-content-like-(text)-from-the-pdf-us,can we extract content like (text) from the pdf using logic app ? - Microsoft Q&A, 
https://meet.google.com/vfd-xhng-feb,"Google Meet - Online Video Calls, Meetings and Conferencing", 
https://meet.google.com/kxp-hoqm-iiy,"Google Meet - Online Video Calls, Meetings and Conferencing", 
https://meet.google.com/fmb-bdko-yek,"Google Meet - Online Video Calls, Meetings and Conferencing", 
https://meet.google.com/wza-xpqx-fqf,"Google Meet - Online Video Calls, Meetings and Conferencing", 
https://meet.google.com/hre-xyod-jvh,"Google Meet - Online Video Calls, Meetings and Conferencing", 
https://msft.it/6047g0VOx,NeurIPS Large Language Model Efficiency Challenge:1 LLM + 1GPU + 1Day | NeurIPS 2023 Challenge, 
https://meet.google.com/owe-hcnu-itr,"Google Meet - Online Video Calls, Meetings and Conferencing", 
https://meet.google.com/jbi-edsn-sxf,"Google Meet - Online Video Calls, Meetings and Conferencing", 
https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/app-platform/app-services/landing-zone-accelerator,Azure App Service landing zone accelerator - Cloud Adoption Framework | Microsoft Learn, 
https://github.com/Azure/appservice-landing-zone-accelerator,GitHub - Azure/appservice-landing-zone-accelerator: The Azure App Service landing zone accelerator is an open-source collection of architectural guidance and reference implementation to accelerate deployment of Azure App Service at scale., 
https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/cloud-scale-analytics/architectures/data-landing-zone,Data landing zones - Cloud Adoption Framework | Microsoft Learn, 
https://learn.microsoft.com/en-us/microsoftteams/platform/samples/integrate-web-apps-overview,Integrate web apps - Teams | Microsoft Learn, 
https://learn.microsoft.com/en-us/microsoftteams/platform/toolkit/toolkit-v4/sideload-and-test-app-v4,Upload and test app in Teams environment v4 - Teams | Microsoft Learn, 
https://chat-w-your-data.streamlit.app/, , 
https://www.ilink-digital.com/insights/blog/exploring-microsoft-fabric-and-its-impact-on-power-bi/,403 Forbidden, 
https://tome.app/,Tome | Polished & Professional AI Presentations, 
https://webdesign.tutsplus.com/courses,Web Design Courses | Envato Tuts+, 
https://m.youtube.com/watch?v=4shB_qdU3Gs&feature=share,"How can LLMs improve Vision AI?  OCR, Image & Video Analysis - YouTube", 
https://drive.google.com/drive/u/1/folders/1ZT9WPxPfEx8AMz-Jf-SCbm9KfJJ35OoI,Google Drive: Sign-in, 
https://drive.google.com/drive/u/1/folders/19ALyTM0068uiMGuSe4uwodvAUTymV-U6,Google Drive: Sign-in, 
https://www.linkedin.com/feed/update/urn:li:activity:7086583453646753792?utm_source=share&utm_medium=member_ios,Sign Up | LinkedIn, 
http://meet.google.com/wza-xpqx-fqf,"Google Meet - Online Video Calls, Meetings and Conferencing", 
https://meet.google.com/dye-etkm-dqf,"Google Meet - Online Video Calls, Meetings and Conferencing", 
https://learn.microsoft.com/en-us/connectors/postgresql/,PostgreSQL - Connectors | Microsoft Learn, 
https://drive.google.com/drive/u/1/folders/1tRi2BPOY5prbZJfpLQ02oyoKz_jUCICj,Google Drive: Sign-in, 
https://www.linkedin.com/feed/update/urn:li:activity:7087296990119665664?utm_source=share&utm_medium=member_ios,Sign Up | LinkedIn, 
https://www.canva.com/flyers/templates/business/,Canva, 
https://www.youtube.com/watch?v=Ma9ntue1atk,Flyer Design Guide: How to Make a Flyer Your Audience Will Love - YouTube, 
https://www.youtube.com/watch?v=x0smq5ljlf4,Marketing Color Psychology: What Do Colors Mean and How Do They Affect Consumers? - YouTube, 
https://www.youtube.com/watch?v=qckNlMm8sIk,Grove HR's AI Document Intelligence is now LIVE! - YouTube, 
https://mrta.notion.site/GLAM-UPDATES-f21b21849e99482e8c83dd98f15f063d?pvs=4,"Notion – The all-in-one workspace for your notes, tasks, wikis, and databases.", 
https://www.openhrms.com/employee-performance-appraisal/,"
        Open Source Performance Management Appraisal  Software | Open HRMS
    ", 
